,MuonEnergy,RecoE
471,1091.280,1080.842
472,573.968,573.964
473,651.864,692.772
474,1027.160,1142.010
475,635.722,699.254
476,921.659,921.829
477,1617.030,1617.030
478,1165.790,1165.790
479,637.379,682.524
480,1099.040,1072.379
481,815.190,815.176
482,1050.550,1325.922
483,693.015,692.999
484,1240.450,1437.816
485,1666.000,1661.937
486,725.534,725.525
487,875.522,916.436
488,1672.350,1672.622
489,651.627,651.620
490,673.544,668.603
491,978.119,1016.589
492,784.396,778.108
493,1226.040,1398.829
494,1458.270,1401.275
495,504.234,504.227
496,700.010,641.648
497,1164.940,1164.966
498,576.003,619.936
499,763.831,865.513
500,1752.700,1515.123
501,884.404,1054.421
502,740.292,740.292
503,1000.380,973.297
504,1047.970,1047.973
505,621.813,621.578
506,811.764,970.452
507,838.321,838.267
508,551.759,551.669
509,893.192,870.809
510,546.613,546.611
511,591.110,591.065
512,674.596,674.590
513,755.912,755.331
514,1106.350,1349.550
515,1195.970,1367.056
516,1731.290,1696.063
517,675.004,695.308
518,1230.960,1230.972
519,457.716,475.793
520,755.988,778.646
521,1079.610,1079.609
522,805.008,830.447
523,726.255,727.719
524,1044.750,1044.807
525,783.339,550.949
526,915.507,915.407
527,933.491,933.490
528,851.471,585.501
529,579.944,652.200
530,737.530,694.050
531,480.692,479.702
532,622.274,597.220
533,602.931,602.748
534,643.241,643.193
535,1092.640,1092.674
536,727.413,727.411
537,1794.450,1794.076
538,733.937,733.937
539,527.805,527.763
540,1061.780,1061.779
541,848.554,848.555
542,807.640,595.909
543,780.000,809.287
544,818.047,817.899
545,655.717,466.867
546,1063.650,1074.086
547,622.452,622.277
548,807.923,807.892
549,1101.970,1065.863
550,672.514,672.205
551,587.098,589.010
552,1162.900,1161.823
553,1230.680,1230.679
554,1178.770,1178.786
555,1363.990,1311.691
556,651.681,656.341
557,948.974,948.768
558,614.568,615.241
559,871.851,871.803
560,1033.150,952.287
561,622.637,640.522
562,1011.320,929.206
563,714.407,682.030
564,482.792,482.791
565,615.222,615.216
566,1351.690,1526.169
567,1578.320,1578.319
568,513.043,513.022
569,740.245,830.137
570,956.854,953.323
571,765.407,767.402
572,1408.650,1408.725
573,821.034,699.086
574,557.745,557.677
575,516.862,516.859
576,1168.780,856.812
577,508.875,624.195
578,623.001,622.974
579,1161.390,1181.181
580,1053.800,1017.913
581,921.163,921.161
582,647.113,749.506
583,1873.720,1832.411
584,1045.860,1066.651
585,666.252,666.247
586,820.566,820.571
587,1243.300,1243.300
588,969.263,948.433
589,1389.520,1389.652
590,1118.050,1087.089
591,1411.470,835.167
592,953.309,1026.014
593,834.148,925.281
594,926.828,918.421
595,1417.800,1176.701
596,372.543,480.800
597,660.434,696.613
598,618.488,678.297
599,871.720,875.381
600,1271.210,1285.180
601,901.040,969.133
602,682.772,685.079
603,871.216,888.859
604,1247.020,1276.561
605,928.370,960.164
606,981.061,1023.486
607,651.654,679.537
608,647.958,740.826
609,619.978,628.967
610,765.547,781.286
611,742.066,804.992
612,670.070,679.375
613,949.224,947.787
614,934.571,983.727
615,813.598,647.886
616,954.088,964.849
617,473.444,499.568
618,895.901,889.268
619,821.913,955.734
620,1177.400,1167.532
621,807.107,797.760
622,697.882,781.360
623,614.885,684.738
624,1159.200,1156.216
625,930.924,972.036
626,1206.270,1203.287
627,722.319,719.911
628,1152.480,1428.154
629,1358.970,1093.686
630,718.820,726.092
631,753.887,677.701
632,608.853,661.077
633,767.447,704.227
634,879.812,893.554
635,713.305,691.465
636,686.618,744.923
637,1337.620,1347.369
638,777.838,767.011
639,619.908,637.488
640,1310.560,1260.125
641,788.125,783.347
642,633.963,745.535
643,1162.170,1176.289
644,920.321,955.741
645,905.464,955.865
646,1059.910,1080.636
647,877.513,885.086
648,706.141,726.532
649,636.381,634.962
650,681.497,685.188
651,716.933,710.950
652,850.381,889.109
653,861.591,853.688
654,670.565,699.641
655,641.472,651.750
656,729.873,752.117
657,852.367,851.229
658,486.603,493.824
659,850.045,861.260
660,566.320,629.939
661,591.468,583.330
662,897.488,890.339
663,1218.060,1198.953
664,727.397,728.898
665,562.119,609.873
666,675.058,697.331
667,954.702,954.942
668,1573.330,1290.769
669,1117.990,1118.130
670,670.619,670.500
671,805.169,805.198
672,1559.250,1234.357
673,1181.090,1181.243
674,1119.170,1064.217
675,912.857,912.857
676,783.262,783.197
677,536.028,535.879
678,1904.230,1491.899
679,394.023,511.123
680,817.320,817.308
681,798.727,798.725
682,784.682,784.659
683,773.202,815.011
684,1629.520,1414.236
685,1435.740,756.937
686,956.842,939.903
687,1326.030,1326.049
688,645.096,646.730
689,1083.110,1064.231
690,784.242,784.124
691,1566.690,1510.203
692,1377.050,1534.474
693,767.861,767.815
694,758.706,758.636
695,533.271,533.268
696,1293.390,1293.395
697,1137.830,1115.887
698,898.976,850.372
699,705.300,705.240
700,1267.890,1393.070
701,770.364,770.385
702,1735.110,1731.893
703,823.400,823.415
704,1370.980,1513.023
705,600.598,600.591
706,1076.420,1047.040
707,520.531,520.531
708,744.624,820.387
709,746.592,746.544
710,865.130,874.316
711,684.031,707.785
712,987.917,987.917
713,1013.530,1013.530
714,818.966,862.438
715,757.055,784.492
716,667.707,667.666
717,754.139,841.657
718,694.660,694.642
719,583.261,583.178
720,879.853,879.837
721,764.963,744.757
722,1013.620,1013.604
723,1114.100,1114.275
724,1682.210,1623.348
725,991.740,840.918
726,801.149,801.394
727,1219.910,1210.011
728,1268.770,1352.197
729,676.568,654.956
730,897.830,874.697
731,650.349,662.726
732,741.118,761.564
733,671.953,660.270
734,995.348,995.356
735,723.812,757.235
736,984.280,1006.685
737,1108.510,1050.960
738,1360.750,716.866
739,1091.280,1080.842
740,651.864,692.772
741,1027.160,1142.010
742,1194.060,1194.060
743,635.722,699.254
744,606.205,606.181
745,637.379,682.524
746,1099.040,1072.379
747,1201.910,1201.910
748,963.290,963.196
749,1050.550,1325.922
750,757.694,757.689
751,1078.100,1036.770
752,656.436,656.436
753,1240.450,1437.816
754,875.522,916.436
755,875.883,875.881
756,673.544,668.603
757,978.119,1016.589
758,784.396,778.108
759,1226.040,1398.829
760,709.181,723.332
761,1458.270,1401.275
762,700.010,641.648
763,1381.240,1381.270
764,576.003,619.936
765,491.734,491.731
766,763.831,865.513
767,1752.700,1515.123
768,764.144,764.142
769,724.507,729.186
770,884.404,1054.421
771,1035.800,1035.800
772,567.803,567.799
773,1184.300,1184.475
774,505.910,505.874
775,811.764,970.452
776,1266.070,1266.069
777,893.192,870.809
778,625.535,625.495
779,947.340,947.382
780,750.132,750.105
781,739.192,739.309
782,840.582,840.582
783,494.088,493.921
784,1736.700,1736.700
785,1106.350,1349.550
786,1195.970,1367.056
787,675.004,695.308
788,603.829,603.770
789,457.716,475.793
790,755.988,778.646
791,805.008,830.447
792,783.339,550.949
793,761.094,761.083
794,1090.340,1090.339
795,851.471,585.501
796,579.944,652.200
797,737.530,694.050
798,480.692,479.702
799,529.392,529.390
800,622.274,597.220
801,583.271,591.685
802,1291.910,1291.924
803,807.640,595.909
804,583.198,583.172
805,780.000,809.287
806,895.902,895.914
807,655.717,466.867
808,1063.650,1074.086
809,1407.370,1407.369
810,1221.990,1222.185
811,804.209,804.209
812,1078.160,1078.160
813,1100.640,1100.681
814,916.503,916.520
815,822.765,822.758
816,814.096,814.096
817,1592.270,1592.301
818,1363.990,1311.691
819,775.260,775.260
820,877.600,877.527
821,651.681,656.341
822,692.994,692.945
823,860.045,860.046
824,732.326,738.306
825,1033.150,952.287
826,511.729,511.728
827,622.637,640.522
828,1011.320,929.206
829,714.407,682.030
830,753.197,753.188
831,1351.690,1526.169
832,1018.660,1018.463
833,542.457,542.453
834,740.245,830.137
835,660.103,660.066
836,711.873,711.868
837,765.407,767.402
838,821.034,699.086
839,1033.010,1015.423
840,1013.480,1013.538
841,1168.780,856.812
842,706.780,708.684
843,945.357,945.306
844,653.500,654.963
845,508.875,624.195
846,1161.390,1181.181
847,449.203,449.566
848,688.560,688.535
849,647.113,749.506
850,822.628,822.628
851,1265.260,1265.455
852,823.138,823.138
853,1045.860,1066.651
854,969.263,948.433
855,673.507,673.458
856,1013.780,1013.779
857,1118.050,1086.704
858,1273.380,1342.215
859,1064.380,1070.409
860,1438.580,1453.409
861,1018.380,1022.782
862,1131.720,1180.876
863,953.309,930.756
864,834.148,1054.100
865,1417.800,1181.213
866,781.877,796.626
867,763.050,760.567
868,719.774,726.375
869,660.434,691.222
870,904.551,867.875
871,647.668,646.144
872,1169.410,1186.119
873,901.040,968.484
874,1023.510,1005.609
875,1144.670,1231.115
876,871.216,887.916
877,1247.020,1289.725
878,981.061,1014.019
879,757.925,763.122
880,405.934,408.644
881,651.654,667.363
882,923.018,973.071
883,647.958,746.018
884,765.547,776.224
885,1125.960,1165.075
886,902.146,911.869
887,813.598,632.515
888,1269.720,1198.628
889,847.157,847.879
890,473.091,523.806
891,821.913,954.002
892,641.515,627.323
893,807.107,793.571
894,697.882,763.440
895,614.885,676.479
896,1073.980,1077.473
897,945.586,946.615
898,679.052,674.803
899,1152.480,1408.569
900,1358.970,1074.182
901,753.887,674.436
902,608.853,654.741
903,442.062,459.512
904,767.447,713.699
905,879.812,893.602
906,1198.290,1165.882
907,713.305,693.883
908,686.618,742.901
909,735.877,746.438
910,610.778,580.103
911,891.721,872.366
912,1310.560,1279.580
913,988.559,1011.647
914,633.963,755.285
915,911.173,925.651
916,920.321,951.911
917,905.464,956.525
918,516.376,501.487
919,434.093,491.524
920,706.141,739.595
921,636.381,634.262
922,589.586,593.535
923,888.931,895.319
924,608.438,641.546
925,641.472,654.143
926,540.758,536.003
927,566.320,640.175
928,624.212,630.418
929,736.217,805.424
930,727.397,724.024
931,1319.840,1265.715
932,675.058,698.147
933,982.484,978.191
934,755.398,841.216
935,1331.580,1302.039
936,947.587,1029.873
937,1198.080,806.148
938,851.041,869.523
939,706.835,695.294
940,592.298,548.057
941,1042.390,978.793
942,854.761,929.024
943,789.998,813.066
944,444.986,501.534
945,1491.600,1443.628
946,804.053,877.762
947,609.810,697.279
948,1459.220,1526.689
949,801.457,814.659
950,795.072,859.250
951,429.529,478.439
952,1189.610,976.354
953,1309.470,1288.518
954,685.707,757.722
955,1168.230,879.838
956,879.950,903.226
957,705.988,838.046
958,912.479,897.270
959,1008.430,1008.572
960,857.760,908.590
961,862.102,928.571
962,578.693,625.011
963,548.483,565.448
964,793.488,765.444
965,1582.060,839.735
966,674.321,663.018
967,591.428,601.045
968,1381.680,1472.303
969,585.884,644.542
970,843.175,893.206
971,1168.060,611.206
972,772.169,940.882
973,567.569,583.027
974,631.344,624.191
975,593.904,671.360
976,799.830,950.971
977,986.009,931.449
978,722.393,777.900
979,681.540,816.994
980,576.557,633.988
981,873.912,707.840
982,1110.950,1287.343
983,939.286,982.410
984,600.182,785.208
985,1282.740,1471.662
986,876.679,935.311
987,917.196,973.081
988,866.276,981.515
989,1173.870,1214.758
990,806.304,941.979
991,1102.120,1055.637
992,768.279,735.091
993,589.340,586.868
994,425.995,485.215
995,941.869,978.134
996,1070.980,879.464
997,466.596,612.672
998,1311.700,1110.240
999,763.990,820.570
1000,543.258,521.507
1001,507.151,544.032
1002,1197.620,689.424
1003,665.268,734.915
1004,1098.500,1073.368
1005,1020.070,978.292
1006,898.442,832.109
1007,598.962,628.181
1008,815.677,867.144
1009,430.067,460.807
1010,785.426,823.018
1011,771.269,757.064
1012,1471.020,1454.939
1013,1032.180,1069.778
1014,551.023,574.145
1015,485.542,546.836
1016,859.092,837.113
1017,673.715,681.463
1018,1101.150,1020.076
1019,377.066,403.420
1020,864.601,873.443
1021,688.260,644.727
1022,879.698,904.909
1023,689.257,684.534
1024,594.525,692.136
1025,654.424,658.488
1026,641.023,679.933
1027,511.723,540.219
1028,1377.130,1166.963
1029,541.124,572.001
1030,1114.360,1239.453
1031,529.240,583.700
1032,1185.300,1178.321
1033,599.980,571.503
1034,1354.950,1360.474
1035,1199.500,1348.146
1036,686.539,791.818
1037,1465.360,1539.352
1038,810.931,855.952
1039,846.703,820.604
1040,1304.490,798.497
1041,805.081,852.184
1042,1145.780,1224.712
1043,693.697,666.752
1044,1099.530,1051.007
1045,820.088,1023.321
1046,827.581,760.456
1047,1000.590,984.689
1048,1444.190,1397.160
1049,1097.930,1308.924
1050,1036.050,1054.401
1051,782.854,758.387
1052,1340.420,598.720
1053,1347.580,1511.666
1054,1290.390,877.295
1055,771.404,834.101
1056,788.048,821.748
1057,737.121,892.422
1058,1592.610,1395.604
1059,830.366,775.185
1060,927.031,880.947
1061,829.906,866.226
1062,1097.580,1114.605
1063,747.713,709.788
1064,1155.940,1453.276
1065,1066.760,892.813
1066,646.608,587.753
1067,1461.990,1497.456
1068,1324.700,1350.690
1069,605.441,874.356
1070,909.658,831.537
1071,924.313,935.585
1072,1018.900,957.296
1073,909.654,916.688
1074,1350.250,1439.392
1075,828.657,867.707
1076,967.680,913.110
1077,647.249,608.597
1078,1245.280,1448.345
1079,1046.540,1038.799
1080,747.552,739.686
1081,1006.960,876.032
1082,735.884,633.352
1083,475.934,592.432
1084,829.015,796.752
1085,697.986,704.349
1086,630.315,622.473
1087,1231.610,826.238
1088,1064.690,982.059
1089,600.372,545.039
1090,848.763,885.384
1091,540.833,617.044
1092,1005.670,973.252
1093,841.324,912.518
1094,655.483,506.523
1095,781.483,889.717
1096,918.211,774.743
1097,924.598,1026.640
1098,1124.200,1112.286
1099,901.027,893.983
1100,750.315,759.000
1101,737.398,746.436
1102,777.646,732.240
1103,913.446,1000.403
1104,809.626,665.182
1105,1352.010,1562.888
1106,870.937,879.808
1107,1512.210,1465.551
1108,1149.450,1240.820
1109,543.950,617.624
1110,860.307,892.119
1111,868.689,955.204
1112,647.510,692.684
1113,824.886,881.839
1114,630.581,789.562
1115,812.498,921.366
1116,627.990,650.400
1117,795.803,882.277
1118,531.269,572.858
1119,1031.410,962.344
1120,866.407,886.303
1121,752.235,803.549
1122,854.508,820.621
1123,596.246,660.606
1124,778.345,685.905
1125,1638.270,1599.552
1126,823.864,940.303
1127,550.860,539.153
1128,574.687,623.039
1129,772.795,787.788
1130,609.987,703.478
1131,868.499,914.578
1132,800.284,816.880
1133,848.812,891.000
1134,853.009,894.526
1135,1201.080,1420.112
1136,1578.050,1353.174
1137,1058.210,1256.862
1138,591.207,764.497
1139,576.743,644.958
1140,973.254,782.594
1141,1055.970,1025.722
1142,1049.060,1042.152
1143,611.703,584.150
1144,1149.330,1088.024
1145,1147.090,1197.565
1146,1115.750,1054.478
1147,1138.790,673.084
1148,815.303,761.884
1149,559.888,488.952
1150,832.370,818.222
1151,675.823,752.459
1152,581.380,780.345
1153,757.703,741.674
1154,810.848,828.545
1155,922.311,957.698
1156,994.601,993.804
1157,1039.680,1014.945
1158,1348.160,1258.320
1159,1224.150,866.933
1160,740.796,811.220
1161,1333.640,1298.227
1162,1203.050,1274.519
1163,809.125,771.121
1164,1054.370,1021.656
1165,798.153,790.836
1166,930.373,968.021
1167,685.714,662.949
1168,858.721,929.602
1169,438.662,736.484
1170,1453.840,1330.713
1171,1049.950,1043.415
1172,724.190,848.469
1173,668.755,719.560
1174,691.898,759.896
1175,866.522,836.497
1176,969.978,1074.181
1177,1089.570,1134.288
1178,944.149,993.574
1179,901.764,927.269
1180,543.411,517.237
1181,736.318,718.208
1182,498.370,504.988
1183,708.014,748.816
1184,1468.850,821.028
1185,688.631,759.887
1186,991.766,994.787
1187,646.524,746.186
1188,833.384,915.928
1189,1137.220,982.807
1190,763.523,763.952
1191,1124.420,741.107
1192,1013.200,658.760
1193,530.317,714.391
1194,978.685,896.372
1195,1087.300,1014.462
1196,955.737,998.273
1197,937.646,892.027
1198,622.352,630.486
1199,1243.550,1320.799
1200,1092.930,1147.377
1201,906.019,1028.613
1202,1184.630,1440.664
1203,494.376,664.564
1204,763.918,867.104
1205,564.935,579.846
1206,887.815,917.094
1207,904.624,885.845
1208,1026.330,845.809
1209,752.156,783.815
1210,1575.440,1436.812
1211,505.235,685.016
1212,978.452,976.329
1213,913.509,977.376
1214,1261.740,1353.219
1215,569.823,531.858
1216,1168.750,1152.224
1217,699.256,755.522
1218,776.719,844.288
1219,662.932,585.580
1220,1166.520,1142.213
1221,1299.380,1232.006
1222,683.457,689.875
1223,1104.830,846.908
1224,958.585,889.117
1225,1329.270,958.627
1226,690.160,800.610
1227,681.617,599.211
1228,696.794,666.063
1229,991.103,1110.826
1230,842.317,765.723
1231,593.681,630.303
1232,597.982,685.465
1233,894.658,888.927
1234,563.495,571.870
1235,498.479,552.146
1236,757.291,724.395
1237,743.735,716.931
1238,554.523,557.686
1239,940.066,886.921
1240,1301.010,1295.804
1241,1248.840,1356.864
1242,1158.800,1180.555
1243,581.441,637.543
1244,1762.400,1428.644
1245,967.200,972.930
1246,1353.080,1497.561
1247,1030.560,1039.678
1248,1260.760,960.776
1249,605.625,605.234
1250,973.059,953.371
1251,956.346,916.515
1252,1116.120,1126.334
1253,1434.250,1182.423
1254,1014.390,1009.733
1255,990.876,995.139
1256,1079.410,1042.400
1257,797.599,804.197
1258,924.871,862.798
1259,703.495,702.892
1260,1085.890,1081.331
1261,867.845,883.516
1262,497.138,479.246
1263,706.665,774.595
1264,870.841,1028.003
1265,1223.670,1110.853
1266,917.749,943.613
1267,882.700,968.664
1268,782.071,716.943
1269,986.061,940.883
1270,504.208,574.770
1271,793.710,729.327
1272,1758.930,1404.274
1273,980.858,988.036
1274,1407.710,1477.121
1275,1416.260,1360.460
1276,1382.430,1332.242
1277,964.417,950.284
1278,1099.500,1285.170
1279,855.028,937.969
1280,1574.400,1409.890
1281,1070.320,1194.616
1282,1361.060,1588.428
