0.075,0.0471239,100,0.955568,0.35
0.075,0.0471239,280.952,2.27838,0.453333
0.075,0.0471239,461.905,0.199711,0.45
0.075,0.0471239,642.857,0.344957,0.62
0.075,0.0471239,823.81,1.09221,1.01
0.075,0.0471239,1004.76,0.39228,0.1
0.075,0.0471239,1185.71,0.537086,0.823333
0.075,0.0471239,1366.67,3.17482,1.52833
0.075,0.0471239,1547.62,0.695761,1.382
0.075,0.0471239,1728.57,0.225665,0.212
0.075,0.204204,100,1.01462,1.36
0.075,0.204204,280.952,0.6044,1.36833
0.075,0.204204,461.905,2.70115,1.288
0.075,0.204204,642.857,1.20239,2.16667
0.075,0.204204,823.81,3.14213,5.28533
0.075,0.204204,1004.76,1.7184,1.8625
0.075,0.204204,1185.71,2.625,1.375
0.075,0.204204,1366.67,0.473015,1.52333
0.075,0.204204,1547.62,15.7534,2.11417
0.075,0.204204,1728.57,1.64112,6.69533
0.075,0.361283,100,1.10707,5.38222
0.075,0.361283,280.952,0.928148,0.963333
0.075,0.361283,461.905,1.2594,3.41333
0.075,0.361283,642.857,1.78265,5.73215
0.075,0.361283,823.81,1.87002,1.918
0.075,0.361283,1004.76,1.26931,3.66667
0.075,0.361283,1185.71,2.47055,2.10083
0.075,0.361283,1366.67,2.09474,9.44667
0.075,0.361283,1547.62,6.02761,6.02167
0.075,0.361283,1728.57,2.30104,4.95933
0.075,0.518363,100,2.61958,3.04767
0.075,0.518363,280.952,1.38728,8.29857
0.075,0.518363,461.905,2.08997,3.12719
0.075,0.518363,642.857,3.67499,6.05533
0.075,0.518363,823.81,7.07129,4.805
0.075,0.518363,1004.76,8.54059,3.58167
0.075,0.518363,1185.71,4.47939,7.54132
0.075,0.518363,1366.67,1.95853,2.85444
0.075,0.518363,1547.62,3.88633,3.50571
0.075,0.518363,1728.57,14.3751,4.50233
0.075,0.675442,100,1.38151,2.36033
0.075,0.675442,280.952,3.98528,4.18711
0.075,0.675442,461.905,2.64003,3.24833
0.075,0.675442,642.857,1.87493,3.46133
0.075,0.675442,823.81,4.21584,7.73871
0.075,0.675442,1004.76,3.39195,15.8602
0.075,0.675442,1185.71,3.01599,6.169
0.075,0.675442,1366.67,2.91353,4.24663
0.075,0.675442,1547.62,5.97046,5.13667
0.075,0.675442,1728.57,4.11924,2.83857
0.075,0.832522,100,2.82485,2.18067
0.075,0.832522,280.952,4.57416,3.56756
0.075,0.832522,461.905,2.65853,3.44976
0.075,0.832522,642.857,2.52511,10.2793
0.075,0.832522,823.81,9.57374,3.4539
0.075,0.832522,1004.76,7.01922,11.1637
0.075,0.832522,1185.71,3.50193,8.12519
0.075,0.832522,1366.67,4.57837,19.2607
0.075,0.832522,1547.62,7.32776,4.91833
0.075,0.832522,1728.57,9.35076,3.93547
0.075,0.989602,100,7.02302,2.76202
0.075,0.989602,280.952,2.57038,3.31721
0.075,0.989602,461.905,13.5394,4.31879
0.075,0.989602,642.857,4.63766,10.4549
0.075,0.989602,823.81,14.0651,3.8559
0.075,0.989602,1004.76,7.37445,5.15931
0.075,0.989602,1185.71,2.15395,3.98457
0.075,0.989602,1366.67,3.01787,13.0992
0.075,0.989602,1547.62,3.34319,4.6764
0.075,0.989602,1728.57,3.62771,8.34438
0.075,1.14668,100,2.53797,32.3579
0.075,1.14668,280.952,1.80576,2.73545
0.075,1.14668,461.905,5.11814,3.52133
0.075,1.14668,642.857,2.94539,6.73143
0.075,1.14668,823.81,2.1479,4.44479
0.075,1.14668,1004.76,3.04298,24.538
0.075,1.14668,1185.71,3.54365,5.64443
0.075,1.14668,1366.67,11.9866,4.69798
0.075,1.14668,1547.62,2.10193,7.48217
0.075,1.14668,1728.57,13.638,6.15319
0.075,1.30376,100,1.96275,2.70524
0.075,1.30376,280.952,1.42021,3.30448
0.075,1.30376,461.905,2.45408,4.10985
0.075,1.30376,642.857,2.74262,4.80286
0.075,1.30376,823.81,4.56897,3.94089
0.075,1.30376,1004.76,7.87198,11.1771
0.075,1.30376,1185.71,4.90311,6.42811
0.075,1.30376,1366.67,4.17698,7.59848
0.075,1.30376,1547.62,3.9929,4.27162
0.075,1.30376,1728.57,7.67848,4.79244
0.075,1.46084,100,2.47791,3.93762
0.075,1.46084,280.952,2.37559,2.684
0.075,1.46084,461.905,1.95108,2.71667
0.075,1.46084,642.857,4.45108,4.52622
0.075,1.46084,823.81,1.96289,4.99553
0.075,1.46084,1004.76,2.98481,33.5985
0.075,1.46084,1185.71,3.65725,4.81033
0.075,1.46084,1366.67,3.87271,5.36018
0.075,1.46084,1547.62,8.15095,4.93567
0.075,1.46084,1728.57,2.73105,8.72098
0.075,1.61792,100,1.85962,5.14619
0.075,1.61792,280.952,5.11933,3.61443
0.075,1.61792,461.905,2.67011,4.006
0.075,1.61792,642.857,3.80939,4.04833
